FID,x,y,adr_pelny,ogolem
43439,19.85185619,50.0824356,BALICKA 226,1
43440,19.93938367,50.0204317,POCZTOWA 9,1
43441,19.93932513,50.0267681,MALUTKA 4,1
43442,19.93983373,50.02697713,MALUTKA 8,1
43443,19.95942645,50.04326365,BOLESŁAWA LIMANOWSKIEGO 62,1
43444,20.05234201,50.08415936,JÓZEFA KRASNOWOLSKIEGO 20,1
43445,19.91044472,49.98416438,ZAKARCZMIE 11,1
43446,19.85171505,50.08163996,BALICKA 224C,1
43447,19.85504517,50.08181388,BALICKA 194,1
43448,19.85823082,50.08093957,BALICKA 156,1
43449,19.84630905,50.08396347,BALICKA 287,1
43450,19.84677336,50.08419489,KAZIMIERZA WIERZYŃSKIEGO 6,1
43451,19.85702913,50.07626047,JÓZEFA BECKA 53,1
43452,20.00880837,50.07161032,POLESKA 6,1
43453,19.91050276,50.0173681,TORFOWA 23,1
43454,19.90027319,49.98238722,TADEUSZA WAŻEWSKIEGO 45,1
43455,19.90025493,49.98174515,TADEUSZA WAŻEWSKIEGO 43,1
43456,19.89182011,49.98230684,LIBERTOWSKA 5,1
43457,19.89881551,49.98459586,WŁADYSŁAWA TAKLIŃSKIEGO 101,1
43458,19.90342509,49.98347833,TADEUSZA WAŻEWSKIEGO 52,1
43459,19.85295455,50.08228664,BALICKA 216,1
43460,19.8449048,50.08604316,PIOTRA BRZEZIŃSKIEGO 12,1
43461,19.8408775,50.08667405,BALICKA 326A,1
43462,19.93758781,50.04109157,SZAFLARSKA 10,1
43463,19.93974849,50.02456157,UROCZA 33,1
43464,19.92350653,50.02543634,RUCZAJ 9D,1
43465,19.89854159,50.0311709,WŁADYSŁAWA EKIELSKIEGO 19,1
43466,19.8985822,50.03110097,WŁADYSŁAWA EKIELSKIEGO 17,1
43467,19.89868305,50.03091215,WŁADYSŁAWA EKIELSKIEGO 11,1
43468,19.90534678,49.98577652,WŁADYSŁAWA TAKLIŃSKIEGO 59,1
43469,19.90525323,49.98624859,WŁADYSŁAWA TAKLIŃSKIEGO 44C,1
43470,19.84431465,50.08476223,BALICKA 292,1
43471,19.84522647,50.08669559,PIOTRA BRZEZIŃSKIEGO 16,1
43472,19.84533336,50.08666339,PIOTRA BRZEZIŃSKIEGO 18,1
43473,19.84470966,50.08560463,PIOTRA BRZEZIŃSKIEGO 6,1
43474,19.84371156,50.08577201,BALICKA 325,1
43475,19.84555528,50.08434563,BALICKA 293,1
43476,19.94038995,50.04155452,IGNACEGO KRASICKIEGO 24,1
43477,19.93589582,50.04262539,SWOBODA 3,1
43478,19.84890126,50.02429357,DĄBROWA 31,1
43479,19.9231417,50.00837529,SIELSKA 27,1
43480,19.89497682,49.98514596,LEONA PETRAŻYCKIEGO 26D,1
43481,19.9085816,49.9859354,WŁADYSŁAWA TAKLIŃSKIEGO 37A,1
43482,19.90111163,49.98412194,TADEUSZA WAŻEWSKIEGO 66,1
43483,19.91279794,49.99056219,KŁUSZYŃSKA 39,1
43484,19.84594235,50.08267297,JAROSŁAWA DOLIŃSKIEGO 18,1
43485,19.84578315,50.08781186,PIOTRA BRZEZIŃSKIEGO 26,1
43486,19.95516774,50.04499131,BOLESŁAWA LIMANOWSKIEGO 30,1
43487,19.95247808,50.04271198,TATRZAŃSKA 8,1
43488,19.87523693,50.09108679,WŁADYSŁAWA ŻELEŃSKIEGO 74A,1
43489,19.87271959,50.04747995,ŻEMAITISA 14,1
43490,19.91462081,49.98958927,KŁUSZYŃSKA 20,1
43491,19.9113125,49.98874198,MACIEJA DĘBSKIEGO 6B,1
43492,19.8760674,49.97761899,ZOFII NAŁKOWSKIEJ 15,1
43493,19.84755127,50.08327873,BALICKA 270,1
43494,19.83878654,50.06887009,OLSZANICKA 12,1
43495,19.82972575,50.0755066,JANTAROWA 3,1
43496,19.82510891,50.04163122,ORLA 39G,1
43497,19.82527523,50.04161805,ORLA 39E,1
43498,19.86330983,50.0694586,KRÓLOWEJ JADWIGI 277C,1
43499,19.86463996,50.06220932,ŚWIERKOWA 2,1
43500,19.83610614,50.06046969,ZA SKŁONEM 12,1
43501,19.87668667,50.0663756,KRÓLOWEJ JADWIGI 217C,1
43502,19.87615199,49.9762152,ZOFII NAŁKOWSKIEJ 29,1
43503,19.8772247,49.97618806,MEDALIONÓW 13,1
43504,19.87967865,49.97621484,MEDALIONÓW 4,1
43505,19.88078558,49.9764303,ŻYZNA 24,1
43506,19.83273247,50.0712769,GRZEGORZA KORZENIAKA 49,1
43507,19.95804121,50.04660296,ROMUALDA TRAUGUTTA 8A,1
43508,19.85255121,50.0716489,POD STOKIEM 29,1
43509,19.94386914,50.10821158,WITKOWICKA 6,1
43510,19.9457569,50.10555897,DRÓŻNICKA 10,1
43511,19.94629882,50.10521982,DOŻYNKOWA 50B,1
43512,19.9471597,50.10403038,WĄDÓŁ 33,1
43513,19.89173261,49.98453507,LEONA PETRAŻYCKIEGO 36,1
43514,19.89095204,49.98421884,LEONA PETRAŻYCKIEGO 40,1
43515,19.83307512,50.06991716,JADWIGI MAJÓWNY 3,1
43516,19.83240955,50.06880047,GRZEGORZA KORZENIAKA 9,1
43517,19.83328218,50.06953368,JADWIGI MAJÓWNY 14,1
43518,19.95245874,50.04396948,KRAKUSA 3,1
43519,19.95466933,50.04395757,STEFANA CZARNIECKIEGO 16,1
43520,19.95730469,50.04430321,BOLESŁAWA LIMANOWSKIEGO 48,1
43521,19.96022265,50.0442226,ŚW. KINGI 9,1
43522,19.94612292,50.10252906,DOŻYNKOWA 26,1
43523,19.94723751,50.10305344,KORALOWA 10,1
43524,19.94878197,50.10261181,WĄDÓŁ 26,1
43525,19.89029366,49.98415517,LEONA PETRAŻYCKIEGO 44,1
43526,19.87353196,49.97984614,ZOFII NAŁKOWSKIEJ 4,1
43527,19.8665683,49.97496476,ŻYZNA 84,1
43528,19.83549633,50.07183042,JADWIGI MAJÓWNY 50,1
43529,19.96007116,50.04363359,ŚW. KINGI 4,1
43530,19.9490131,50.09925149,KUŹNICY KOŁŁĄTAJOWSKIEJ 94,1
43531,19.94687745,50.10196494,DOŻYNKOWA 12,1
43532,19.94206844,50.1071814,ZIELONE WZGÓRZE 2,1
43533,19.88176206,49.9851818,MICHAŁA ZIENTARY 1,1
43534,19.80493687,50.01927658,BENEDYKTYŃSKA 36,1
43535,19.80662122,50.01788006,DZIEWIARZY 4,1
43536,19.83805986,50.06885958,OLSZANICKA 14,1
43537,19.83746718,50.06898456,WŁADYSŁAWA RACZKIEWICZA 1,1
43538,19.8387007,50.07215052,WŁADYSŁAWA RACZKIEWICZA 10,1
43539,19.91951717,50.08407503,JANA STYKI 34,1
43540,19.91902985,50.08311739,JANA STYKI 11,1
43541,19.91919553,50.08367567,JANA STYKI 25,1
43542,19.87692409,50.0120835,SZYMONA SZYMONOWICA 40,1
43543,19.91867919,49.99573476,ZAKOPIAŃSKA 183,1
43544,19.90876552,49.9824997,TADEUSZA WAŻEWSKIEGO 22,1
43545,19.94274855,50.04239386,JANA DŁUGOSZA 8,1
43546,19.92818508,50.0854308,RUSZNIKARSKA - DEPTAK 15,1
43547,19.85705751,50.0851748,GEN. BOLESŁAWA WIENIAWY-DŁUGOSZOWSKIEGO 130,1
43548,19.8572908,50.08518005,GEN. BOLESŁAWA WIENIAWY-DŁUGOSZOWSKIEGO 128,1
43549,19.85619176,50.08574075,NA NOWINACH 6,1
43550,19.87685784,49.97276769,ŻYZNA 62,1
43551,19.94364872,50.10988695,DOŻYNKOWA 92,1
43552,19.94365455,50.10854633,DOŻYNKOWA 84,1
43553,19.92071966,50.05003245,PRASKA 9A,1
43554,19.92079746,50.05007188,PRASKA 9,1
43555,19.92088769,50.05010851,PRASKA 7A,1
43556,19.8034259,50.01427507,HELIGUNDY 21,1
43557,19.85837989,50.07771,ZYGMUNTA STAREGO 83,1
43558,19.84687166,50.08376816,BALICKA 277,1
43559,19.84164993,50.08221844,DOBIESŁAWA KUROZWĘCKIEGO 18,1
43560,19.83807253,50.01847495,JERZEGO FEDKOWICZA 18,1
43561,19.84188311,50.01833895,DĄBROWA 36,1
43562,19.81158522,50.01597118,STANISŁAWA SZCZYGIELSKIEGO 7,1
43563,19.81655889,50.0180839,BOLESŁAWA ŚMIAŁEGO 42,1
43564,19.8187209,50.01033588,DANUSI JURANDÓWNY 18A,1
43565,19.81218477,50.01512164,OBRONY TYŃCA 22,1
43566,19.84435548,50.08383095,MARIANA HEMARA 3,1
43567,19.8466517,50.08356848,BALICKA 282,1
43568,19.92745289,50.00516702,SIARCZANA 55,1
43569,19.93067214,50.00601515,WIKTORA ZINA 13,1
43570,19.92613284,50.0520551,TYNIECKA 1,1
43571,19.81272612,50.01747042,BOLESŁAWA ŚMIAŁEGO 20,1
43572,19.81125963,50.01588993,STANISŁAWA SZCZYGIELSKIEGO 6,1
43573,19.81270934,50.01508773,OBRONY TYŃCA 15,1
43574,19.81579441,50.01669602,ZAGÓRZE 15,1
43575,19.81425501,50.0143042,ZAKLEŚNIE 2,1
43576,19.81477864,50.01418492,OBRONY TYŃCA 30,1
43577,19.92336035,50.00068021,OWOCOWA 21,1
43578,19.92348888,50.00068083,OWOCOWA 19,1
43579,19.92379652,50.00071251,OWOCOWA 23,1
43580,19.95529411,50.01883229,WSPÓLNA 38,1
43581,19.93053069,50.04896875,JANA KILIŃSKIEGO 13,1
43582,19.82109733,50.01261587,OBRONY TYŃCA 71,1
43583,19.8162095,50.00717958,STĘPICE 27,1
43584,19.81693108,50.00730109,STĘPICE 31,1
43585,19.81905096,50.01267669,OBRONY TYŃCA 56,1
43586,19.82146607,50.01163693,BÓR 4,1
43587,19.82177798,50.01226905,OBRONY TYŃCA 64,1
43588,19.90225554,50.11045115,KONOPNA 16,1
43589,19.92742376,50.0520682,MADALIŃSKIEGO 19,1
43590,19.81767289,50.01339805,OBRONY TYŃCA 53,1
43591,19.842447,50.00732468,PODGÓRKI TYNIECKIE 76,1
43592,19.84170521,50.00775974,PODGÓRKI TYNIECKIE 82,1
43593,19.84232544,50.01747255,DĄBROWA 57,1
43594,19.81863946,50.01058427,DANUSI JURANDÓWNY 18,1
43595,19.80513656,50.01166682,WALGIERZA WDAŁEGO 34,1
43596,19.80193598,50.01144959,WALGIERZA WDAŁEGO 44,1
43597,19.80882514,50.01313353,BOGUCIANKA 36,1
43598,19.80811092,50.01710126,BENEDYKTYŃSKA 16,1
43599,19.92748548,50.04818207,SKWEROWA 48,1
43600,19.9272327,50.04847125,SKWEROWA 44,1
43601,19.81228992,50.0147806,OBRONY TYŃCA 22A,1
43602,19.83112412,50.0080092,BAGIENNA 35,1
43603,19.82873643,49.9978128,WIELOGÓRSKA 52,1
43604,19.82415136,49.99832794,WIELOGÓRSKA 70,1
43605,19.93874984,50.0875704,PRĄDNICKA 79,1
43606,19.93998311,50.08944555,BIAŁA 7,1
43607,19.92553719,50.0483254,MICHAŁA BAŁUCKIEGO 15B,1
43608,19.92587102,50.04834232,MICHAŁA BAŁUCKIEGO 20A,1
43609,19.92583162,50.04824939,MICHAŁA BAŁUCKIEGO 22,1
43610,19.93979933,50.08968002,BIAŁA 14B,1
43611,19.9400412,50.08971024,BIAŁA 11,1
43612,19.94071531,50.08878076,ZDROWA 8,1
43613,19.94297061,50.08849571,ZDROWA 24,1
43614,19.94520911,50.08814431,ZDROWA 46,1
43615,19.94030848,50.08778711,KS. KAZIMIERZA SIEMASZKI 39A,1
43616,19.94032992,50.08832005,KS. KAZIMIERZA SIEMASZKI 43,1
43617,19.94032651,50.08825575,KS. KAZIMIERZA SIEMASZKI 43A,1
43618,19.92280702,50.04755706,OBROŃCÓW POCZTY GDAŃSKIEJ 12,1
43619,19.92657523,50.05626221,ALEJA ZYGMUNTA KRASIŃSKIEGO 14,1
43620,19.81012175,50.01117431,BOGUCIANKA 54,1
43621,19.81075263,50.01075765,BOGUCIANKA 56,1
43622,19.81237764,50.0085381,GRODZISKO 9,1
43623,19.81378248,50.00859318,BOGUCIANKA 78,1
43624,19.92250452,50.04809585,OBROŃCÓW POCZTY GDAŃSKIEJ 4,1
43625,19.92271231,50.04846165,DĘBNICKA 1,1
43626,19.81080453,50.00899206,GRODZISKO 10,1
43627,19.80825464,50.01235788,WALGIERZA WDAŁEGO 5,1
43628,19.81156301,50.00902283,GRODZISKO 6,1
43629,19.81253739,50.00883569,GRODZISKO 11B,1
43630,20.12106757,50.1083383,GLINIK 150,1
43631,19.94716913,50.08542637,ŻABINIEC 27,1
43632,19.91924928,50.04964737,PRASKA 17,1
43633,19.91887252,50.04950945,PRASKA 19,1
43634,19.92011411,50.0497814,PRASKA 13,1
43635,19.92257061,50.04882993,SZWEDZKA 19,1
43636,19.92242458,50.04906839,SZWEDZKA 15A,1
43637,19.92070173,50.04914677,BIAŁA DROGA 11,1
43638,19.92011166,50.04894078,BIAŁA DROGA 15,1
43639,19.94347456,50.10440265,OSIEDLE WITKOWICE NOWE 61,1
43640,19.94322924,50.10603771,DOŻYNKOWA 47,1
43641,19.9421823,50.10732349,ZIELONE WZGÓRZE 5,1
43642,19.92737318,50.05125006,RÓŻANA 4,1
43643,19.91841994,50.04974807,ZAGONÓW 15,1
43644,19.92180322,50.05060086,SZWEDZKA 3,1
43645,19.92119333,50.04824147,JAWOROWA 31,1
43646,19.91970173,50.047686,ADOLFA NOWACZYŃSKIEGO 4,1
43647,19.9200471,50.04790834,JAWOROWA 19,1
43648,19.92422242,50.04779636,ROLNA 12,1
43649,19.91934417,50.0491488,PRASKA 20,1
43650,19.91970522,50.04934218,PRASKA 16A,1
43651,19.92031094,50.04953462,PRASKA 12A,1
43652,19.9432988,50.10136345,GŁOGOWA 7,1
43653,19.94264238,50.10165385,GŁOGOWA 20,1
43654,19.94228741,50.10212353,GŁOGOWA 26,1
43655,19.94649424,50.1015466,DOŻYNKOWA 9,1
43656,19.94626607,50.10117637,DOŻYNKOWA 3,1
43657,19.91970288,50.0499736,CZECHOSŁOWACKA 11,1
43658,19.91354509,50.04378554,ZIELNA 89,1
43659,19.94648657,50.03626992,CZYŻÓWKA 3,1
43660,19.9457252,50.03593554,CZYŻÓWKA 13,1
43661,19.94110971,50.03809508,KALWARYJSKA 86,1
43662,19.94119214,50.03879352,KALWARYJSKA 76,1
43663,19.94765319,50.08576107,ŻABINIEC 14,1
43664,19.9495932,50.08630808,ŻMUJDZKA 39,1
43665,19.92687957,50.10426684,ZYGMUNTA GLOGERA 36,1
43666,19.94088351,50.10631537,OSIEDLE WITKOWICE NOWE 19,1
43667,19.94282724,50.10514546,OSIEDLE WITKOWICE NOWE 45,1
43668,19.94274749,50.10471653,OSIEDLE WITKOWICE NOWE 54,1
43669,19.94310495,50.10629212,DOŻYNKOWA 47A,1
43670,19.92613937,50.09782106,RYBAŁTOWSKA 3,1
43671,19.91224355,50.04375639,ZIELNA 101,1
43672,19.91206467,50.04380745,ZIELNA 103,1
43673,19.9122141,50.04414539,ZIELNA 77,1
43674,19.91270623,50.04437983,ZIELNA 47,1
43675,19.9199249,50.05073256,CZECHOSŁOWACKA 2,1
43676,19.92002604,50.05031094,CZECHOSŁOWACKA 10,1
43677,19.91962915,50.05046212,CZECHOSŁOWACKA 3,1
43678,19.94169557,50.03865365,KALWARYJSKA 69,1
43679,19.94289872,50.03581023,CZYŻÓWKA 43,1
43680,19.94255969,50.03657056,JANA ZAMOYSKIEGO 98,1
43681,19.91977089,50.08342294,JÓZEFA CHEŁMOŃSKIEGO - DEPTAK 24,1
43682,19.92739236,50.09764547,PIASZCZYSTA 7,1
43683,19.91551105,50.09482745,WŁADYSŁAWA ŁOKIETKA 105A,1
43684,19.92924371,50.09938504,ŻWIROWA 2,1
43685,19.92554559,50.1025821,MALINOWA 7A,1
43686,19.92016881,50.0482754,JAWOROWA 12,1
43687,19.92056299,50.04883493,BIAŁA DROGA 14,1
43688,19.92080378,50.04892519,BIAŁA DROGA 12,1
43689,19.92113761,50.04847995,JAWOROWA 20,1
43690,19.94234252,50.03687664,JANA ZAMOYSKIEGO 90,1
43691,19.94213674,50.03990695,KALWARYJSKA 62,1
43692,19.91349335,50.09737642,WŁADYSŁAWA ŁOKIETKA 137,1
43693,19.94305352,50.10704398,DOŻYNKOWA 70,1
43694,19.9441161,50.10707009,BIBICKA 5,1
43695,19.96075795,50.10846202,WITKOWICKA 60,1
43696,19.95778503,50.10844013,WITKOWICKA 69,1
43697,19.96241702,50.10938987,WITKOWICKA 75,1
43698,19.91613774,50.08735737,RYSZARDA BERWIŃSKIEGO 3,1
43699,19.9389527,49.99551499,TYTUSA CHAŁUBIŃSKIEGO 10,1
43700,19.93959966,49.99399322,TYTUSA CHAŁUBIŃSKIEGO 17,1
43701,19.94291805,49.99108912,SZYBISKO 24,1
43702,19.94600651,49.99612975,MYŚLENICKA 119,1
43703,19.90563579,50.09156213,GEN. MARIANA KUKIELA 23,1
43704,19.90746045,50.09467679,GEN. TADEUSZA PEŁCZYŃSKIEGO 31,1
43705,19.90640419,50.09311224,GENERAŁA KIWERSKIEGO 2,1
43706,19.86896761,49.98924228,MIECZYSŁAWA WRONY 111,1
43707,19.9619419,50.01541026,GROMADY GRUDZIĄŻ 14,1
43708,19.96068041,50.01604779,FRANCISZKA KARPIŃSKIEGO 23,1
43709,19.96008908,50.01604991,FRANCISZKA KARPIŃSKIEGO 29,1
43710,19.96013186,50.01567279,FRANCISZKA KARPIŃSKIEGO 27A,1
43711,19.88286632,50.103018,OJCOWSKA 111,1
43712,19.87563084,50.09741717,NA POLACH 78,1
43713,19.87794858,49.98646018,CHLEBICZNA 32,1
43714,19.87797443,49.98698858,CHLEBICZNA 31,1
43715,19.85189385,49.99280243,BERNARDA WAPOWSKIEGO 19A,1
43716,19.96369604,50.0150755,GROMADY GRUDZIĄŻ 2,1
43717,19.96481662,50.01282195,KORDIANA 10,1
43718,19.87212133,50.09823195,PEJZAŻOWA 7,1
43719,19.87034081,50.09761896,PASTERNIK 104A,1
43720,19.88939198,50.09842278,JÓZEFA CHEŁMOŃSKIEGO 253,1
43721,19.90652618,50.0909641,GEN. JÓZEFA OLSZYNY-WILCZYŃSKIEGO 9,1
43722,19.90652884,50.09101566,GEN. JÓZEFA OLSZYNY-WILCZYŃSKIEGO 11,1
43723,19.90591385,50.09252237,GEN. MARIANA KUKIELA 49,1
43724,19.906599,50.09126785,GEN. JÓZEFA OLSZYNY-WILCZYŃSKIEGO 19,1
43725,19.86391996,49.99039562,MIECZYSŁAWA WRONY 78,1
43726,19.86877939,49.98739454,NA KLIŃCU 8,1
43727,19.85205288,49.99237884,BERNARDA WAPOWSKIEGO 28,1
43728,19.85840563,49.99355981,MIECZYSŁAWA WRONY 34,1
43729,19.8518069,49.99453924,SKOTNICKA 233,1
43730,19.85341393,49.99448773,TADEUSZA HOLLENDRA 7,1
43731,19.96059334,50.01721719,MICHAŁA OSSOWSKIEGO 15,1
43732,19.94686575,50.00194799,SZARYCH SZEREGÓW 1,1
43733,19.88124774,50.0919702,OJCOWSKA 3B,1
43734,19.88179994,50.09429634,OJCOWSKA 21,1
43735,19.88175219,50.09448951,OJCOWSKA 25,1
43736,19.88231635,50.09485051,OJCOWSKA 31,1
43737,19.87999427,50.09507711,NA POLACH 9A,1
43738,19.88178037,50.09524943,NA POLACH 6,1
43739,19.82824572,50.05787549,RZEPICHY 58,1
43740,19.82418764,50.04272622,DWORNA 26,1
43741,19.85436992,49.99390498,TADEUSZA HOLLENDRA 17,1
43742,19.85130034,49.99352788,SKOTNICKA 239,1
43743,19.85685127,49.99390977,MIECZYSŁAWA WRONY 26A,1
43744,19.8523123,49.99284294,BERNARDA WAPOWSKIEGO 21A,1
43745,19.95756577,49.99578833,STEPOWA 7,1
43746,19.88193411,50.09549171,OJCOWSKA 37A,1
43747,19.88499532,50.09485322,SOSNOWIECKA 15C,1
43748,19.88795586,50.09571412,STAWOWA 159,1
43749,19.83874709,50.06809918,OLSZANICKA 13B,1
43750,19.82424641,50.0420021,SĘPIA 25,1
43751,19.90075444,50.1146964,ZEFIROWA 20,1
43752,19.96128395,50.01623234,FRANCISZKA KARPIŃSKIEGO 14A,1
43753,19.96213052,50.01621807,FRANCISZKA KARPIŃSKIEGO 8,1
43754,19.96401008,50.01634177,LIRNIKÓW 16,1
43755,19.96704403,50.00618981,CECHOWA 59,1
43756,19.9638753,50.01589155,ŁUŻYCKA 25,1
43757,19.88215119,50.09716257,STAWOWA 184,1
43758,19.88261801,50.10005334,BUDRYSÓW 9,1
43759,19.88229686,50.10137167,BUDRYSÓW 25C,1
43760,19.96627243,50.09745244,IGNACEGO GRABCZAKA 6,1
43761,19.96565455,49.99597971,MIAROWA 20,1
43762,19.84437391,50.00972793,PODGÓRKI TYNIECKIE 94C,1
43763,19.94033959,49.99182608,TYTUSA CHAŁUBIŃSKIEGO 44,1
43764,19.96424909,49.99306271,PODGÓRKI 45B,1
43765,19.88154506,50.09647975,NAWOJOWSKA 10,1
43766,19.88240004,50.09282973,OJCOWSKA 24,1
43767,19.88263501,50.09276635,OJCOWSKA 22,1
43768,19.96204813,50.01738855,MICHAŁA OSSOWSKIEGO 8A,1
43769,19.9632956,50.01703093,ŁUŻYCKA 13,1
43770,19.88389942,50.10165368,OJCOWSKA 95,1
43771,19.88442326,50.10155721,OJCOWSKA 128,1
43772,19.9294015,50.09524466,SZYMONA ZIMOROWICZA 14,1
43773,19.92944175,50.09514271,SZYMONA ZIMOROWICZA 17,1
43774,19.93078193,50.09544431,SZYMONA ZIMOROWICZA 6,1
43775,19.88256325,50.094214,OJCOWSKA 50,1
43776,19.9066465,50.09401382,GENERAŁA KIWERSKIEGO 30,1
43777,20.0474582,50.06135882,ODMĘTOWA 13B,1
43778,19.96297561,50.01490367,GROMADY GRUDZIĄŻ 11A,1
43779,19.95074695,50.00245197,CECHOWA 30,1
43780,19.96665349,50.00446173,NAZARETAŃSKA 4,1
43781,19.95989785,49.99873567,MIAROWA 1,1
43782,19.88639455,50.0999207,JÓZEFA CHEŁMOŃSKIEGO 271,1
43783,19.91164362,50.09727179,ORLICH GNIAZD 18,1
43784,19.90108004,50.09225721,STAWOWA 26,1
43785,19.90421735,50.09105157,JÓZEFA CHEŁMOŃSKIEGO 95,1
43786,19.92604514,50.09483818,SZYMONA ZIMOROWICZA 42,1
43787,19.92635374,50.09537791,JASNA 31,1
43788,19.92691568,50.09559398,JASNA 18,1
43789,19.92749747,50.09601003,STANISŁAWA ZAREMBY 6,1
43790,19.96846582,50.00654283,CECHOWA 67,1
43791,19.85050598,49.99192703,BERNARDA WAPOWSKIEGO 14,1
43792,19.94959255,50.0018975,ŁĘŻCE 18,1
43793,19.94779718,50.00180866,SZARYCH SZEREGÓW 7,1
43794,19.9505525,50.00205679,WYRWA 2,1
43795,19.95875345,49.99695332,PODGÓRKI 17,1
43796,19.91272732,50.09305644,STELMACHÓW 20,1
43797,19.91244951,50.09332929,STELMACHÓW 24,1
43798,19.91440365,50.09541842,WŁADYSŁAWA ŁOKIETKA 124,1
43799,19.89820872,50.09537823,PIASKOWA 55,1
43800,19.91064247,50.09831942,CHABROWA 12,1
43801,19.93715083,50.09451726,BIAŁOPRĄDNICKA 12,1
43802,19.93685982,50.09329112,PROSZOWICKA 1,1
43803,19.865307,49.99002228,MIECZYSŁAWA WRONY 86,1
43804,19.85351548,49.98908903,EDWARDA WARCHAŁOWSKIEGO 39,1
43805,19.96085112,49.99769109,MIAROWA 8,1
43806,19.96675309,50.00424971,NAZARETAŃSKA 6,1
43807,19.94353116,49.99323499,STAWISKO 8B,1
43808,19.90180943,50.10852807,WŁADYSŁAWA ŁOKIETKA 282A,1
43809,19.90076479,50.10758911,SKOTNICA 5,1
43810,19.9004679,50.10786735,SKOTNICA 10,1
43811,19.90069225,50.10857479,SKOTNICA 4,1
43812,19.89974649,50.11040308,WŁADYSŁAWA ŁOKIETKA 292,1
43813,19.89961337,50.11154225,WŁADYSŁAWA ŁOKIETKA 302,1
43814,19.93701444,50.09286576,PROSZOWICKA 4A,1
43815,19.93680234,50.0952402,BULARNIA 1,1
43816,19.9359046,50.09494363,BIAŁOPRĄDNICKA 16A,1
43817,19.93353338,50.09647494,BIAŁOPRĄDNICKA 33,1
43818,19.93260514,50.0952625,ZIELIŃSKA 9,1
43819,19.93648718,50.09565271,BULARNIA 10,1
43820,19.93693333,50.09540073,BULARNIA 5,1
43821,19.86569468,49.98903478,MIECZYSŁAWA WRONY 92,1
43822,19.86047988,49.98845541,BŁOTNISKA 7A,1
43823,19.86875463,49.98698846,NA KLIŃCU 9,1
43824,19.87145027,49.9870167,MIECZYSŁAWA WRONY 142A,1
43825,19.87177064,49.98733639,MIECZYSŁAWA WRONY 156,1
43826,19.8720048,49.98705228,MIECZYSŁAWA WRONY 164,1
43827,19.94260235,49.99173692,SZYBISKO 32,1
43828,19.94581422,49.99179228,MYŚLENICKA 153B,1
43829,19.94615788,49.99281618,MYŚLENICKA 147,1
43830,19.8977438,50.11297307,WŁADYSŁAWA ŁOKIETKA 322,1
43831,19.89676488,50.11282469,WŁADYSŁAWA ŁOKIETKA 322B,1
43832,19.89416217,50.11109193,NA BUDZYNIU 21,1
43833,19.91791945,50.09248573,PĘKOWICKA 3,1
43834,19.87071098,49.98673747,MIECZYSŁAWA WRONY 136,1
43835,20.02936733,50.09062277,FATIMSKA 162B,1
43836,20.06235633,50.10176668,KANTOROWICKA 50B,1
43837,20.06124127,50.10233237,KANTOROWICKA 50G,1
43838,19.9440518,49.99614298,JÓZEFA WARSZEWICZA 8,1
43839,19.94591172,49.99720495,MYŚLENICKA 111,1
43840,19.94112463,49.99508233,JEŹDZIECKA 5,1
43841,19.93940273,49.99436388,TYTUSA CHAŁUBIŃSKIEGO 15,1
43842,19.90390903,50.10659659,WŁADYSŁAWA ŁOKIETKA 266,1
43843,19.90160088,50.09314177,JÓZEFA CHEŁMOŃSKIEGO 132,1
43844,19.89823632,50.09281322,STAWOWA 61,1
43845,19.88974648,50.10971599,GAIK 35,1
43846,19.91343849,50.09493217,BUKIETOWA 10,1
43847,19.90762573,50.09389867,GEN. TADEUSZA PEŁCZYŃSKIEGO 8,1
43848,19.93724272,50.09257822,PROSZOWICKA 10,1
43849,19.9312575,50.09552332,SZYMONA ZIMOROWICZA 2,1
43850,19.89850416,50.11371186,LNIANA 9,1
43851,20.12994607,50.09984996,WADOWSKA 64,1
43852,20.03952421,50.08601182,KOCMYRZOWSKA 7A,1
43853,19.94023013,49.99640785,JEŹDZIECKA 14,1
43854,19.94301866,49.99633668,JÓZEFA WARSZEWICZA 13,1
43855,19.94118319,49.99704347,NIEDŹWIEDZINY 21,1
43856,19.94031891,49.9973144,NIEDŹWIEDZINY 28,1
43857,19.90694525,50.09262838,GEN. JÓZEFA OLSZYNY-WILCZYŃSKIEGO 53,1
43858,19.90696967,50.0932085,WALERIANA TUMANOWICZA 15,1
43859,19.89809042,50.11329148,LNIANA 5,1
43860,19.89887136,50.11338764,LNIANA 8,1
43861,19.90676906,50.11246867,NA MOSTKACH 21,1
43862,19.94357213,50.0022979,MYŚLENICKA 58,1
43863,19.94330113,49.99730492,NIEDŹWIEDZINY 6,1
43864,19.94721228,49.996946,MYŚLENICKA 88,1
43865,19.94537922,50.0000838,MYŚLENICKA 70,1
43866,19.9136984,50.09460125,BUKIETOWA 20,1
43867,19.90954528,50.0977317,ORLICH GNIAZD 35,1
43868,19.90542259,50.09100098,GEN. MARIANA KUKIELA 9,1
43869,19.90112187,50.11046053,KONOPNA 3,1
43870,19.90192683,50.11061421,KONOPNA 13,1
43871,19.90194854,50.11045148,KONOPNA 12,1
43872,19.90116767,50.10945149,WŁADYSŁAWA ŁOKIETKA 247,1
43873,19.90295378,50.10818341,WŁADYSŁAWA ŁOKIETKA 237,1
43874,19.90599518,50.10740411,KACZORÓWKA 5,1
